Engine RPM(rpm),Horsepower (At the wheels)(hp),Miles Per Gallon(Instant)(mpg),Litres Per 100 Kilometer(Instant)(l/100km)
1897.5,8.49,20.57,13.73
1899.5,8.49,20.55,13.75
1910.0,8.49,17.86,15.82
1911.5,-,16.7,16.92
1908.25,-,19.4,14.56
1905.5,-,12.01,23.53
1915.25,8.58,10.33,27.33
1925.0,8.58,15.13,18.67
1928.25,8.58,16.61,17.01
1939.5,8.58,15.91,17.75
1946.25,8.71,16.16,17.48
1955.0,8.71,15.34,18.42
1964.0,8.71,14.43,19.57
1914.25,-,16.21,17.43
1934.25,-,13.19,21.42
1941.5,-,12.96,21.8
1947.0,9.73,17.07,16.54
1957.0,9.73,15.03,18.8
1960.25,9.73,15.47,18.25
1959.25,-,16.84,16.78
1946.75,-,20.02,14.11
1943.25,-,20.2,13.98
1942.75,-,17.8,15.87
1932.5,-,16.16,17.48
1910.75,-,20.35,13.88
1903.5,-,17.23,16.39
1892.0,-,19.22,14.7
1882.75,-,19.63,14.39
1875.75,-,19.55,14.45
1865.75,-,20.26,13.95
1860.25,-,20.34,13.89
1848.75,-,20.52,13.76
1844.25,-,20.12,14.04
1838.25,-,20.12,14.04
1829.5,-,20.74,13.62
1823.75,-,20.71,13.64
1826.25,-,18.54,15.23
1825.25,-,17.4,16.24
1827.0,-,18.79,15.03
1825.5,-,18.33,15.41
1835.25,-,15.91,17.75
1845.75,-,11.41,24.77
1869.25,10.43,12.1,23.34
1864.0,10.84,15.94,17.72
1873.0,10.84,18.5,15.27
1882.25,10.84,11.99,23.56
1881.5,-,15.12,18.68
1900.5,-,12.94,21.83
1897.75,9.21,11.09,25.47
1882.25,9.21,17.7,15.96
1875.0,9.21,20.85,13.55
1865.0,-,20.59,13.72
1859.75,-,20.61,13.7
1861.25,-,18.6,15.19
1859.75,-,17.9,15.78
1857.0,-,17.98,15.71
1852.0,-,18.91,14.94
1849.25,-,19.68,14.35
1837.75,-,20.2,13.98
1820.5,-,20.57,13.73
1804.75,-,20.8,13.58
1796.75,-,19.64,14.39
1809.25,-,9.52,29.67
1816.0,9.98,12.97,21.78
1831.0,9.98,10.81,26.12
1834.75,9.98,13.92,20.29
1829.0,9.98,15.4,18.35
1823.25,-,16.67,16.94
1820.75,-,17.72,15.94
1816.25,-,11.24,25.14
1832.0,8.44,11.33,24.94
1829.5,8.44,15.38,18.36
1834.25,8.44,18.26,15.47
1842.25,-,19.05,14.83
1851.5,8.8,18.36,15.38
1867.25,8.77,16.96,16.66
1868.75,8.77,18.16,15.56
1879.75,8.77,19.85,14.23
1886.25,-,19.76,14.3
1891.5,9.26,19.89,14.2
1894.75,9.26,20.02,14.11
1899.5,9.26,19.58,14.43
1857.0,-,20.77,13.6
1881.75,-,21.42,13.19
1884.75,-,20.04,14.1
1878.75,-,20.89,13.52
1876.5,-,20.94,13.49
1878.25,-,17.94,15.74
1892.5,-,11.73,24.07
1921.5,9.93,9.59,29.47
1931.25,9.87,10.96,25.76
1936.25,9.87,14.17,19.93
1954.75,11.01,10.31,27.39
1956.25,11.01,13.13,21.52
1963.0,11.01,11.39,24.81
1970.0,9.09,13.56,20.83
1967.25,9.09,17.17,16.45
1960.25,9.09,19.72,14.32
1958.0,-,20.24,13.95
1923.75,-,15.88,17.79
1917.5,-,20.68,13.66
1890.75,-,21.61,13.07
1880.25,-,21.08,13.4
1866.25,-,21.25,13.29
1865.25,-,14.5,19.49
1864.75,-,15.72,17.97
1852.25,-,17.57,16.08
1855.25,-,15.29,18.47
1845.75,-,14.98,18.86
1853.0,-,9.18,30.79
1843.5,-,12.39,22.81
1841.5,-,11.79,23.97
1831.25,-,13.64,20.71
1827.75,-,9.85,28.68
1843.0,10.04,8.4,33.61
1827.75,10.04,14.28,19.78
1821.25,10.04,17.38,16.25
1815.0,-,14.18,19.92
1828.25,-,13.73,20.57
1840.0,-,10.05,28.11
1866.75,10.18,8.43,33.52
1875.0,10.48,11.94,23.66
1880.5,10.48,17.37,16.26
1882.0,10.48,19.51,14.48
1859.5,-,20.52,13.76
1862.75,-,21.14,13.36
1859.25,-,20.9,13.52
1862.25,-,20.78,13.6
1868.5,-,20.64,13.69
1873.5,10.22,21.45,13.17
1871.5,10.22,21.96,12.86
1874.5,10.22,22.22,12.71
1872.0,-,22.46,12.58
1862.75,-,22.01,12.84
1858.0,-,23.83,11.85
1853.0,-,23.77,11.88
1852.75,-,21.82,12.94
1880.5,8.88,10.09,27.98
1885.0,8.88,15.83,17.84
1886.25,8.88,18.24,15.49
1891.5,10.12,17.0,16.62
1897.5,10.12,16.76,16.86
1900.5,10.12,15.92,17.74
1910.25,10.12,15.43,18.3
1928.0,9.6,12.75,22.16
1926.0,9.6,18.0,15.69
1950.75,9.7,11.71,24.13
1958.0,9.7,13.83,20.42
1966.0,9.7,16.44,17.19
1977.75,9.84,15.2,18.59
2000.25,8.94,13.09,21.59
2011.75,10.75,8.03,35.16
2018.75,10.75,11.53,24.49
2046.25,8.7,12.41,22.76
2048.75,8.7,16.27,17.36
2055.0,8.7,17.03,16.58
2059.25,8.7,15.85,17.83
2064.75,9.76,14.39,19.64
2058.5,9.76,15.9,17.76
2049.0,9.76,16.92,16.7
2060.5,-,11.33,24.93
2073.0,9.26,12.18,23.2
2080.75,9.26,12.13,23.28
2033.75,9.26,16.25,17.38
2020.0,-,17.17,16.45
2032.0,-,9.95,28.39
2040.25,9.7,10.13,27.9
2026.0,9.7,13.22,21.36
2006.5,9.7,13.82,20.44
1956.0,-,21.04,13.42
1946.0,-,19.41,14.55
1932.0,-,18.75,15.07
1926.25,-,19.11,14.78
1919.5,-,11.84,23.86
1936.25,-,14.2,19.89
1955.75,8.74,9.59,29.46
1968.0,9.29,14.15,19.96
1973.25,9.29,16.56,17.06
1978.5,9.29,16.95,16.67
1986.25,-,16.49,17.13
1987.25,-,16.46,17.16
1997.5,8.94,15.69,18
2004.0,8.94,12.79,22.08
2004.75,8.94,16.0,17.66
2006.0,-,16.87,16.74
2006.25,-,16.59,17.03
2005.25,-,16.29,17.34
2006.75,-,16.1,17.54
2008.0,-,16.23,17.4
2008.75,-,16.89,16.73
2019.25,-,11.04,25.58
2030.75,10.12,9.61,29.38
2050.5,9.68,11.67,24.21
2023.0,9.68,18.76,15.06
2018.0,9.68,20.55,13.74
2018.5,-,17.91,15.77
2019.0,-,16.12,17.52
2019.25,-,16.44,17.19
2038.25,-,11.24,25.12
2038.75,-,14.59,19.36
2043.0,9.7,16.44,17.19
2046.5,9.7,17.41,16.22
2048.5,9.7,12.87,21.95
2059.0,-,14.42,19.59
2052.25,-,16.78,16.84
2051.25,-,17.18,16.45
2049.5,-,16.12,17.52
2051.0,-,15.68,18.02
2044.5,-,15.88,17.78
2055.75,-,14.77,19.13
2005.25,-,15.16,18.63
2005.75,-,15.46,18.27
2011.25,-,13.43,21.03
2011.0,-,12.92,21.87
2003.75,-,16.06,17.59
1999.0,-,17.69,15.97
1993.5,-,17.85,15.83
2005.75,-,12.51,22.58
1991.25,-,15.0,18.83
1988.25,-,17.4,16.23
1967.0,-,18.13,15.58
1973.0,-,17.94,15.74
1971.75,-,18.11,15.59
1975.75,-,17.45,16.19
1993.5,-,17.4,16.23
1990.5,9.44,17.62,16.03
2003.25,9.44,17.94,15.74
2002.5,9.44,17.79,15.87
2011.5,9.54,17.27,16.36
2004.5,9.54,16.73,16.89
1987.5,9.54,17.32,16.31
1998.0,9.54,16.87,16.74
2015.0,-,17.3,16.33
2010.5,-,17.3,16.43
2011.5,-,17.58,16.07
2006.5,-,17.67,15.99
2010.75,-,15.16,18.63
2004.75,9.51,12.26,23.04
2009.5,9.51,14.64,19.3
2000.25,9.51,13.95,20.26
1983.5,9.51,17.76,15.9
1986.25,-,12.79,22.08
1981.5,-,14.34,19.7
1927.0,-,17.62,16.03
1886.0,-,22.17,12.74
1879.25,-,20.34,13.89
1851.5,-,18.22,15.5
1865.75,-,18.42,15.34
1853.75,-,18.22,15.51
1855.25,-,19.42,14.55
1857.25,-,18.49,15.28
1870.25,8.85,18.05,15.65
1881.5,8.85,15.98,17.68
1887.5,8.85,17.37,16.26
1903.25,9,17.41,16.23
1917.0,8.59,18.35,15.39
1901.5,8.59,18.53,15.25
1894.75,8.59,23.44,12.05
1899.75,-,21.64,13.06
1897.0,-,20.57,13.73
1889.25,-,20.55,13.75
1898.25,-,20.61,13.7
1889.0,-,20.35,13.88
1879.0,-,20.43,13.82
1874.5,-,20.57,13.73
1862.25,-,20.52,13.77
1850.0,-,20.25,13.95
1840.75,-,20.3,13.92
1842.75,-,15.73,17.96
1852.5,-,9.95,28.38
1865.75,-,9.21,30.66
1880.75,9.37,8.6,32.86
1878.25,9.37,12.17,23.2
1866.25,9.37,16.4,17.22
1851.5,-,17.82,15.85
1850.75,-,10.98,25.73
1846.25,-,14.56,19.4
1841.0,-,16.93,16.68
1847.0,-,11.23,25.16
1838.5,9.86,13.36,21.14
1847.5,9.86,10.76,26.25
1865.5,9.34,12.04,23.46
1842.75,9.34,16.22,17.42
1823.5,9.34,22.69,12.45
1822.75,9.34,22.77,12.41
1835.5,-,20.09,14.06
1841.25,8.5,19.31,14.63
1850.5,8.5,19.29,14.64
1856.5,8.5,20.61,13.7
1858.5,-,20.5,13.78
1864.5,9.98,20.64,13.69
1873.5,9.98,19.99,14.13
1882.5,9.98,18.88,14.96
1884.25,-,18.78,15.04
1877.5,-,20.39,13.85
1876.25,-,20.94,13.49
1870.5,-,19.72,14.33
1870.25,-,19.49,14.5
1877.25,-,16.35,17.28
1888.75,-,15.6,18.1
1889.75,-,16.36,17.26
1903.25,6.2,12.4,22.78
1920.5,6.2,9.46,29.87
1919.5,8.6,12.19,23.17
1900.5,8.6,11.98,23.58
1895.75,8.6,14.13,19.99
1902.0,-,15.36,18.39
1892.25,-,15.08,18.73
1897.25,-,20.97,13.47
1873.5,-,12.38,22.81
1870.25,-,14.22,19.87
1892.75,-,11.85,23.84
1884.5,-,13.05,21.65
1885.0,9.48,16.32,17.31
1862.25,9.48,20.08,14.07
1869.0,9.48,21.91,12.89
1864.75,-,21.91,12.89
1862.25,-,20.5,13.78
1860.5,-,19.83,14.24
1866.0,9.33,20.12,14.04
1858.75,9.33,20.61,13.7
1870.75,8.38,18.63,15.16
1879.25,8.38,16.96,16.66
1898.25,10.07,15.49,18.24
1905.25,10.07,16.34,17.29
1913.0,10.07,15.96,17.7
1915.0,9.63,17.53,16.12
1901.25,9.63,20.77,13.6
1906.5,9.63,20.41,13.84
1928.75,9.11,10.26,27.53
1932.25,9.11,10.44,27.05
1937.5,8.69,12.69,22.26
1952.25,8.69,9.61,29.4
1948.25,8.69,10.0,28.24
1963.75,8.83,12.16,23.24
1930.0,8.83,18.68,15.12
1908.75,8.83,23.64,11.95
1920.75,-,15.34,18.42
1942.25,-,11.93,23.68
1949.25,9.22,14.44,19.56
1965.0,9.9,13.66,20.68
1962.0,9.9,17.01,16.61
1968.25,9.9,16.11,17.53
1970.5,-,16.93,16.68
1974.5,-,11.79,23.97
1972.25,-,13.76,20.53
1983.5,-,14.31,19.74
1986.25,-,10.4,27.16
1978.5,8.91,13.7,20.61
1973.75,8.91,11.13,25.37
1981.5,8.91,12.99,21.74
1979.25,-,12.66,22.32
1974.25,-,18.36,15.38
1968.25,-,19.11,14.79
1950.5,-,14.01,20.17
1960.5,-,19.7,14.34
1970.25,8.81,18.1,15.61
1968.0,8.81,17.36,16.27
1955.0,8.81,18.86,14.97
1966.25,8.81,19.77,14.29
1961.75,8.83,18.39,15.36
1961.75,8.83,20.42,13.83
1974.0,10.81,17.2,16.42
1973.75,10.81,17.9,15.78
1975.5,10.81,19.98,14.14
1966.0,-,18.79,15.03
1970.25,-,16.73,16.89
1982.75,-,10.64,26.54
1983.25,-,10.88,25.96
1964.0,-,17.74,15.93
1955.25,-,18.12,15.59
1950.25,-,17.51,16.13
1941.75,-,16.98,16.63
1942.5,-,13.02,21.7
1942.5,-,13.55,20.85
1943.75,-,13.19,21.42
1935.75,-,11.93,23.68
1919.0,-,13.28,21.27
1903.75,-,16.18,17.46
1882.5,-,16.26,17.37
1883.0,-,18.0,15.7
1864.25,-,18.43,15.33
1862.5,-,18.01,15.68
1857.75,-,17.6,16.05
1860.5,-,17.57,16.08
1853.25,-,17.43,16.2
1862.75,-,18.53,15.25
1861.5,-,19.29,14.64
1870.0,-,18.8,15.03
1873.25,8.38,18.26,15.47
1879.75,8.38,17.93,15.76
1889.25,10.07,18.45,15.31
1867.25,10.07,19.5,14.48
1876.5,10.07,23.42,12.06
1855.25,-,24.22,11.67
1869.5,-,24.12,11.71
1826.5,-,23.9,11.82
1823.25,-,23.18,12.19
1817.5,-,23.39,12.08
1781.75,-,14.21,19.87
1772.75,-,17.81,15.86
1746.25,-,21.54,13.11
1738.75,-,20.52,13.77
1741.0,-,20.44,13.82
1747.0,-,15.46,18.27
1761.25,-,16.24,17.39
1773.5,8.38,18.27,15.46
1775.5,8.38,18.07,15.63
1781.75,8.38,17.89,15.79
1790.25,8.51,18.17,15.55
1790.75,8.51,18.73,15.08
1797.75,8.51,13.79,20.49
1808.0,-,15.93,17.73
1806.75,-,17.33,16.3
1801.0,-,19.95,14.16
1797.0,-,20.64,13.68
1794.0,-,19.17,14.74
1798.5,-,18.14,15.57
1802.5,-,16.07,17.57
1815.5,-,18.38,15.37
1810.75,-,19.22,14.7
1816.5,9.73,17.81,15.86
1818.25,9.73,18.13,15.58
1814.0,9.73,18.6,15.19
1814.25,9.73,19.5,14.48
1810.0,-,19.97,14.14
1808.5,-,20.11,14.05
1804.25,-,19.17,14.74
1801.25,-,12.62,22.38
1809.25,-,15.42,18.32
1804.5,-,11.51,24.54
1813.25,9.1,14.13,19.99
1825.75,9.1,16.49,17.13
1829.5,9.1,18.97,14.89
1829.25,-,10.89,25.94
1836.75,-,11.39,24.8
1837.5,-,17.85,15.83
1802.75,-,13.88,20.35
1808.25,-,10.38,27.22
1838.0,9.1,8.83,31.98
1867.5,8.76,12.4,22.78
1888.75,8.87,11.52,24.53
1905.5,10.07,13.26,21.31
1930.5,9.07,10.53,26.82
1952.75,9.07,10.53,26.82
1962.75,9.76,11.17,25.28
1990.25,9.85,13.36,21.15
2004.5,9.4,11.07,25.51
2015.0,10.13,12.65,22.34
2021.25,10.13,16.28,17.35
2039.25,10.13,14.77,19.13
2052.5,10.13,16.0,17.66
2055.0,10.9,10.88,25.97
2069.25,10.99,14.37,19.66
2079.0,10.99,14.95,18.89
2084.75,10.99,16.2,17.43
2090.25,-,17.93,15.75
2062.5,-,15.31,18.45
2068.25,-,16.56,17.06
2069.0,11.04,15.0,18.84
2061.25,11.04,17.28,16.34
2051.25,11.04,19.21,14.71
2029.0,-,20.03,14.11
2027.5,-,19.86,14.23
2015.0,-,18.53,15.24
1968.5,-,23.98,11.78
1955.75,-,20.33,13.89
1949.0,-,19.51,14.48
1949.75,-,13.32,21.2
1951.25,-,11.44,24.7
1938.5,-,15.02,18.81
1913.25,-,17.43,16.21
1903.0,-,17.75,15.91
1861.25,-,18.76,15.06
1876.25,-,11.14,25.35
1871.5,-,13.33,21.2
1871.25,-,17.43,16.2
1879.5,-,11.31,24.97
1877.75,-,12.71,22.23
1890.0,7.98,11.68,24.19
1892.25,7.98,12.3,22.96
1898.25,7.98,14.63,19.31
1915.5,7.98,10.24,27.59
1930.25,9.08,13.34,21.18
1940.5,9.22,15.87,17.8
1903.0,9.22,19.44,14.53
1881.5,9.22,24.35,11.6
1868.0,-,24.19,11.68
1865.75,-,23.34,12.1
1878.0,-,21.82,12.94
1897.0,8.49,19.83,14.24
1912.75,8.49,22.14,12.76
1935.0,8.49,18.18,15.54
1904.25,-,18.88,14.96
1919.0,9.15,16.88,16.73
1916.25,9.15,17.63,16.02
1905.25,9.15,19.97,14.15
1902.0,-,19.83,14.24
1907.75,-,14.73,19.17
1904.0,-,18.11,15.59
1910.75,10.87,13.21,21.39
1919.25,10.87,15.39,18.36
1924.5,10.87,17.82,15.85
1928.0,-,18.14,15.57
1878.75,-,15.96,17.69
1884.5,-,23.18,12.19
1862.75,-,21.73,13
1869.25,-,17.65,16
1866.0,-,16.79,16.83
1869.75,-,16.8,16.81
1874.75,-,17.02,16.6
1863.0,-,19.93,14.18
1860.0,-,18.44,15.32
1867.0,8.4,19.03,14.84
1869.25,8.4,18.12,15.59
1883.5,8.4,10.6,26.64
1894.5,8.97,14.95,18.89
1877.0,8.97,18.55,15.23
1874.25,8.97,20.87,13.54
1871.25,-,20.92,13.5
1871.0,-,18.48,15.29
1877.5,-,17.53,16.11
1880.0,-,17.24,16.38
1882.25,-,18.37,15.38
1861.25,-,18.03,15.67
1861.25,-,21.67,13.03
1859.0,-,19.92,14.18
1860.25,-,19.25,14.67
1858.25,-,18.34,15.4
1857.75,-,18.12,15.59
1861.75,-,9.54,29.61
1883.75,9.38,11.18,25.26
1888.5,10.74,15.16,18.63
1891.0,10.74,18.11,15.59
1894.0,10.74,17.22,16.41
1909.75,10.74,15.91,17.76
1931.75,9.61,11.49,24.58
1933.25,9.61,16.13,17.51
1953.5,9.19,9.57,29.51
1972.0,9.87,13.29,21.26
1978.5,9.87,14.94,18.91
1978.75,9.87,16.93,16.68
1980.5,9.87,18.35,15.4
1976.0,-,17.17,16.45
1974.0,-,18.18,15.54
1974.5,-,18.86,14.97
1974.0,-,17.53,16.12
1938.5,-,16.28,17.35
1917.25,-,21.13,13.37
1906.5,-,22.46,12.58
1913.5,-,13.63,20.72
1935.25,9.6,10.89,25.94
1942.5,10.38,8.33,33.9
1958.0,10.38,13.17,21.45
1968.0,10.38,9.49,29.75
1982.0,8.84,12.26,23.04
1965.0,8.84,17.34,16.29
1958.5,8.84,18.88,14.96
1972.0,8.81,10.68,26.44
1991.25,10,10.71,26.37
1999.25,10,12.88,21.93
2002.0,10,16.41,17.21
2004.5,10,17.56,16.08
2006.75,-,17.39,16.24
2006.5,-,16.59,17.03
1997.5,-,18.72,15.09
1990.25,-,18.94,14.92
1984.0,-,19.38,14.57
1971.5,-,20.19,13.99
1976.5,-,14.21,19.87
1964.0,-,17.22,16.4
1974.25,-,16.92,16.7
1983.5,-,15.0,18.83
1989.5,-,15.22,18.56
1989.75,10.63,15.49,18.24
1990.0,10.63,16.49,17.13
1993.0,10.63,17.37,16.26
1990.5,-,17.65,16
1960.25,-,18.02,15.67
1945.0,-,13.31,21.22
1935.75,-,14.68,19.24
1939.5,-,18.07,15.63
1935.5,-,11.19,25.25
1945.75,9.22,13.03,21.68
1945.25,9.22,17.56,16.09
1948.5,9.22,18.41,15.34
1947.25,9.22,19.43,14.54
1950.75,-,17.96,15.72
1960.25,10.68,11.95,23.63
1986.75,10.68,9.41,30.01
1989.75,9.44,12.4,22.78
1998.75,9.44,12.6,22.41
2002.0,9.44,14.07,20.08
2004.75,9.44,17.92,15.76
2007.25,-,10.5,26.91
2020.5,11.55,14.69,19.23
1997.25,11.55,16.0,17.66
1983.75,11.55,14.35,19.68
1969.5,-,12.77,22.12
1961.5,-,13.75,20.54
1941.75,-,15.61,18.1
1929.0,-,11.47,24.63
1925.25,-,11.45,24.68
1911.75,-,14.93,18.92
1907.5,-,11.46,24.64
1915.0,-,10.52,26.86
1924.5,10.26,12.3,22.96
1928.0,10.26,16.84,16.77
1900.0,10.26,18.66,15.14
1888.75,-,21.96,12.86
1878.25,-,23.49,12.03
1868.0,-,22.71,12.44
1861.25,-,21.64,13.05
1871.25,-,21.33,13.24
1843.25,-,21.33,13.24
1853.5,-,23.44,12.05
1847.75,-,22.6,12.5
1875.5,8.87,20.66,13.67
1882.0,8.87,20.46,13.81
1898.25,8.95,21.01,13.45
1913.75,8.95,19.69,14.35
1939.75,9.65,14.28,19.78
1956.0,9.2,13.37,21.13
1927.25,9.2,15.67,18.02
1922.25,9.2,22.93,12.32
1916.25,-,22.49,12.56
1898.25,-,20.46,13.81
1892.25,-,20.08,14.07
1884.25,-,19.79,14.27
1885.5,-,19.14,14.75
1887.5,-,19.07,14.81
1887.0,-,17.47,16.17
1888.0,8.98,18.11,15.59
1894.0,8.98,18.08,15.62
1892.25,8.98,18.4,15.35
1888.5,-,19.15,14.75
1881.0,-,19.78,14.28
1877.75,-,19.91,14.19
1893.5,9.49,12.75,22.15
1898.0,9.49,16.68,16.93
1896.5,9.49,18.63,15.16
1893.5,-,20.68,13.66
1886.0,-,20.04,14.09
1892.25,-,12.54,22.52
1911.5,9.51,14.46,19.53
1911.5,9.51,17.0,16.62
1915.0,9.51,16.51,17.11
1901.75,-,17.3,16.33
1896.75,-,20.53,13.76
1890.75,-,19.17,14.74
1888.75,-,18.54,15.23
1895.0,-,18.45,15.31
1891.0,-,19.38,14.58
1913.25,9.07,8.87,31.84
1920.5,9.07,11.71,24.13
1937.5,9.07,10.92,25.87
1949.0,9.75,11.88,23.78
1958.5,9.75,14.03,20.13
1959.5,9.75,16.48,17.14
1965.0,9.75,16.84,16.78
1959.75,9.85,16.72,16.9
1961.25,9.85,16.52,17.1
1947.75,9.85,17.32,16.31
1926.0,-,16.17,17.47
1913.5,-,17.02,16.59
1908.5,-,17.97,15.72
1891.5,-,16.62,17
1923.5,-,20.59,13.72
1899.75,-,18.8,15.03
1890.75,8.97,17.57,16.08
1893.25,8.97,18.13,15.58
1869.5,8.97,17.12,16.5
1882.0,-,18.05,15.65
1888.5,-,18.17,15.54
1903.5,8.99,13.35,21.16
1904.0,8.99,15.88,17.79
1915.25,8.61,18.65,15.15
1917.25,8.61,19.28,14.65
1924.0,8.61,19.11,14.78
1929.0,-,18.23,15.5
1926.75,-,18.0,15.69
1929.5,-,18.14,15.57
1914.25,-,18.16,15.56
1897.0,-,23.41,12.07
1887.75,-,21.01,13.45
1879.0,-,19.65,14.37
1877.0,-,19.25,14.68
1873.25,-,19.32,14.62
1872.75,-,19.41,14.56
1869.5,-,18.99,14.88
1865.75,-,18.63,15.16
1859.5,-,18.83,15
1856.0,-,19.05,14.83
1854.25,-,18.68,15.12
1861.25,-,11.43,24.71
1885.25,17.9,8.88,31.82
1898.0,17.9,8.43,33.49
1916.0,17.9,13.58,20.8
1916.5,10.89,16.75,16.86
1920.5,10.89,16.88,16.73
1917.25,10.89,17.69,15.97
1924.25,-,11.54,24.47
1918.75,-,14.14,19.98
1915.75,-,17.3,16.33
1922.25,-,12.76,22.14
1920.25,-,14.51,19.47
1914.25,-,18.12,15.59
1910.75,-,18.32,15.42
1905.0,-,18.11,15.59
1909.0,-,17.44,16.2
1882.25,-,17.7,15.96
1887.0,-,14.69,19.23
1890.75,-,15.67,18.03
1891.0,8.5,16.82,16.8
1897.5,8.5,20.24,13.96
1889.0,8.5,20.93,13.49
1887.5,-,20.97,13.47
1887.25,-,20.75,13.61
1888.0,-,19.96,14.15
1892.5,8.95,20.17,14
1902.0,8.95,20.43,13.83
1901.75,8.95,20.73,13.63
1921.0,9.03,13.01,21.71
1937.25,9.25,10.82,26.12
1939.75,9.25,15.41,18.33
1935.5,9.25,19.79,14.27
1940.0,9.25,20.13,14.03
1946.75,9.17,16.77,16.85
1956.25,9.17,15.84,17.83
1973.75,9.17,10.44,27.06
1988.75,7.88,14.65,19.28
1991.75,7.39,16.31,17.32
1970.0,7.39,17.45,16.19
1957.75,7.39,22.89,12.34
1941.75,7.39,22.7,12.44
1950.5,-,13.67,20.66
1951.0,-,16.86,16.75
1951.75,-,17.14,16.48
1959.25,-,17.05,16.57
1955.5,-,17.41,16.22
1940.5,-,21.09,13.4
1930.0,-,21.17,13.35
1927.25,-,18.39,15.36
1927.0,-,18.16,15.56
1928.75,-,18.09,15.62
1930.5,-,18.31,15.43
1943.25,-,10.49,26.92
1951.75,10.67,15.88,17.79
1958.25,10.67,16.66,16.95
1965.0,8.8,18.21,15.51
1968.25,8.8,18.33,15.41
1972.5,8.8,17.57,16.08
1973.0,8.8,17.36,16.27
1988.75,8.92,13.45,21
1995.25,8.92,14.61,19.33
1990.0,8.92,18.65,15.14
1986.0,8.92,11.86,23.82
2001.5,-,11.43,24.72
2007.75,-,14.46,19.53
2012.75,10.19,16.98,16.64
2011.5,10.19,16.76,16.86
2012.0,9.52,11.44,24.7
2030.75,9.52,11.76,24.03
2033.25,9.52,14.03,20.13
2058.5,9.16,10.07,28.05
2055.25,9.16,11.13,25.39
2040.25,9.16,17.64,16.01
2007.25,-,19.46,14.52
1994.0,-,14.27,19.8
1996.25,-,10.32,27.38
1996.25,9.44,12.57,22.48
2003.0,9.44,16.97,16.64
2023.75,9.44,12.25,23.06
2011.25,9.54,15.83,17.85
1994.25,9.54,19.27,14.66
1979.0,9.54,21.27,13.28
1975.5,-,20.85,13.55
1964.0,-,19.66,14.37
1960.25,-,15.11,18.69
1953.5,-,14.91,18.94
1923.25,-,19.27,14.66
1916.0,-,15.83,17.84
1897.75,-,16.46,17.16
1893.0,-,10.75,26.28
1866.5,-,15.08,18.73
1839.75,-,19.03,14.85
1817.5,-,19.91,14.19
1801.0,-,17.76,15.91
1793.75,-,16.54,17.08
1790.5,-,17.76,15.91
1780.0,-,18.69,15.12
1785.25,-,12.12,23.31
1808.25,8.52,12.02,23.49
1816.25,8.52,17.28,16.35
1815.25,9.12,19.27,14.66
1822.25,9.12,21.22,13.31
1824.25,9.12,22.02,12.83
1827.5,-,22.95,12.31
1827.5,-,22.29,12.67
1842.5,9.25,21.68,13.03
1847.75,9.25,21.24,13.3
1853.0,9.25,20.87,13.53
1862.0,-,20.69,13.66
1868.5,9.37,21.55,13.11
1861.0,9.37,21.36,13.23
1847.0,9.37,21.14,13.36
1843.25,-,20.85,13.55
1836.75,-,21.11,13.38
1828.0,-,20.47,13.8
1816.5,-,20.38,13.86
1810.0,-,20.45,13.81
1812.25,-,18.39,15.36
1813.25,-,19.49,14.5
1810.25,-,20.42,13.83
1824.75,8.6,16.86,16.75
1830.75,8.3,11.49,24.59
1847.5,8.3,15.59,18.12
1858.0,8.3,18.04,15.66
1858.0,-,18.45,15.31
1864.0,-,18.4,15.35
1866.5,8.87,18.51,15.26
1872.25,8.87,18.19,15.53
1878.75,8.87,17.68,15.97
1877.25,-,17.46,16.18
1885.25,-,17.5,16.14
1883.75,-,17.43,16.2
1888.0,-,17.46,16.18
1888.5,10.21,17.9,15.78
1895.25,10.21,17.52,16.12
1898.5,10.21,17.2,16.42
1911.25,-,11.5,24.56
1933.75,9.65,12.89,21.92
1922.5,9.65,15.95,17.71
1906.5,9.65,18.84,14.99
1896.5,-,19.08,14.8
1877.75,-,18.33,15.41
1850.5,-,17.07,16.55
1841.5,-,17.33,16.3
1833.0,-,12.99,21.74
1823.0,-,12.79,22.09
1818.25,-,15.81,17.86
1802.5,-,18.25,15.48
1801.0,-,18.99,14.88
1789.75,-,18.83,15
1795.25,-,17.76,15.91
1789.5,-,17.51,16.13
1798.5,-,17.53,16.12
1812.75,-,17.74,15.92
1815.0,-,17.98,15.71
1824.25,8.6,18.28,15.45
1804.25,8.6,21.27,13.28
1787.75,8.6,23.31,12.12
1769.5,-,22.55,12.53
1771.0,-,24.09,11.73
1775.0,-,21.45,13.17
1779.75,-,20.86,13.54
1799.0,-,20.52,13.77
1779.75,-,21.58,13.09
1790.0,8.06,20.88,13.53
1811.75,8.06,16.15,17.49
1816.5,8.06,17.45,16.19
1810.75,9.7,18.41,15.34
1770.75,9.7,22.63,12.48
1771.5,9.7,22.99,12.29
1761.75,-,22.21,12.72
1757.25,-,20.59,13.72
1772.75,-,10.78,26.22
1794.25,17,12.31,22.95
1801.75,17,17.6,16.05
1810.75,17,19.05,14.83
1812.0,-,19.17,14.74
1813.0,9.7,18.46,15.3
1838.25,9.7,12.77,22.12
1840.25,9.7,14.83,19.05
1857.5,8.27,15.73,17.96
1857.25,8.27,11.33,24.94
1865.25,8.4,13.16,21.47
